sep=;

"storeNumber";"storeName";"planId";"date";"schedule";"itemNumber";"itemDescription";"forecastedQty";"modifiedQty";"productionArea";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105628718";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105629850";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105629913";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630025";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630068";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630092";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630236";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630252";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630279";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630308";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630324";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630447";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105630631";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105713648";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"105867487";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"106779278";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"108102210";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"108102261";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"108405659";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"108886691";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"108887037";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109349257";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109349388";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109357871";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109368343";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109368482";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109368589";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109726201";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"109758341";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"111040558";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"111040574";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"111040591";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"111207565";"null";"52";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"111393601";"null";"0";"null";"265";
"171";"null";"null";"2021-10-17";"Cake 10AM - 2PM";"111813696";"null";"0";"null";"265";
