sep=;

"storeNumber";"productionArea";"date";"schedule";"itemNumber";"v1_forecast";
"8";"390";"2021-10-18";"8:00AM";"106795201";"6";
"8";"390";"2021-10-18";"8:00AM";"106795825";"2";
"8";"390";"2021-10-18";"8:00AM";"106796035";"2";
"8";"390";"2021-10-18";"8:00AM";"107266431";"5";
"8";"390";"2021-10-18";"8:00AM";"108812617";"6";
"8";"390";"2021-10-18";"8:00AM";"109807369";"2";
"8";"390";"2021-10-18";"8:00AM";"109821259";"2";
"8";"390";"2021-10-18";"8:00AM";"110280816";"4";
"8";"390";"2021-10-18";"8:00AM";"110281069";"4";
"304";"390";"2021-10-18";"8:00AM";"103264421";"1";
"304";"390";"2021-10-18";"8:00AM";"103267824";"2";
"304";"390";"2021-10-18";"8:00AM";"104284116";"25";
"304";"390";"2021-10-18";"8:00AM";"104284132";"5";
"304";"390";"2021-10-18";"8:00AM";"104284271";"4";
"304";"390";"2021-10-18";"8:00AM";"104284280";"4";
"304";"390";"2021-10-18";"8:00AM";"104288230";"2";
"304";"390";"2021-10-18";"8:00AM";"104305589";"30";
"304";"390";"2021-10-18";"8:00AM";"104305600";"5";
"304";"390";"2021-10-18";"8:00AM";"104306047";"5";
"304";"390";"2021-10-18";"8:00AM";"104306063";"5";
"304";"390";"2021-10-18";"8:00AM";"104317301";"2";
"304";"390";"2021-10-18";"8:00AM";"104317379";"2";
"304";"390";"2021-10-18";"8:00AM";"104473179";"4";
"304";"390";"2021-10-18";"8:00AM";"104978599";"22";
"304";"390";"2021-10-18";"8:00AM";"105018426";"4";
"304";"390";"2021-10-18";"8:00AM";"105018451";"2";
"304";"390";"2021-10-18";"8:00AM";"105033651";"4";
"304";"390";"2021-10-18";"8:00AM";"105190120";"4";
"304";"390";"2021-10-18";"8:00AM";"105348994";"2";
"304";"390";"2021-10-18";"8:00AM";"105349022";"2";
"304";"390";"2021-10-18";"8:00AM";"105453541";"2";
"304";"390";"2021-10-18";"8:00AM";"105810149";"28";
"304";"390";"2021-10-18";"8:00AM";"105810261";"30";
"304";"390";"2021-10-18";"8:00AM";"106795201";"6";
"304";"390";"2021-10-18";"8:00AM";"106795825";"2";
"304";"390";"2021-10-18";"8:00AM";"106796035";"2";
"304";"390";"2021-10-18";"8:00AM";"107266431";"5";
"304";"390";"2021-10-18";"8:00AM";"108812617";"6";
"304";"390";"2021-10-18";"8:00AM";"109807369";"5";
"304";"390";"2021-10-18";"8:00AM";"109821259";"5";
"304";"390";"2021-10-18";"8:00AM";"110280816";"6";
"304";"390";"2021-10-18";"8:00AM";"110281069";"4";
"313";"390";"2021-10-18";"8:00AM";"103264421";"4";
"313";"390";"2021-10-18";"8:00AM";"103267824";"0";
"313";"390";"2021-10-18";"8:00AM";"104284116";"35";
"313";"390";"2021-10-18";"8:00AM";"104284132";"7";
"313";"390";"2021-10-18";"8:00AM";"104284271";"4";
"313";"390";"2021-10-18";"8:00AM";"104284280";"4";
"313";"390";"2021-10-18";"8:00AM";"104288230";"4";
"313";"390";"2021-10-18";"8:00AM";"104305589";"30";
"313";"390";"2021-10-18";"8:00AM";"104305600";"5";
"313";"390";"2021-10-18";"8:00AM";"104306047";"5";
"313";"390";"2021-10-18";"8:00AM";"104306063";"5";
"313";"390";"2021-10-18";"8:00AM";"104317301";"2";
"313";"390";"2021-10-18";"8:00AM";"104317379";"3";
"313";"390";"2021-10-18";"8:00AM";"104473179";"4";
"313";"390";"2021-10-18";"8:00AM";"104978599";"28";
"313";"390";"2021-10-18";"8:00AM";"105018426";"2";
"313";"390";"2021-10-18";"8:00AM";"105018451";"2";
"313";"390";"2021-10-18";"8:00AM";"105033651";"4";
"313";"390";"2021-10-18";"8:00AM";"105190120";"4";
"313";"390";"2021-10-18";"8:00AM";"105348994";"4";
"313";"390";"2021-10-18";"8:00AM";"105349022";"4";
"313";"390";"2021-10-18";"8:00AM";"105453541";"4";
"313";"390";"2021-10-18";"8:00AM";"105810149";"28";
"313";"390";"2021-10-18";"8:00AM";"105810261";"30";
"313";"390";"2021-10-18";"8:00AM";"106795201";"6";
"313";"390";"2021-10-18";"8:00AM";"106795825";"2";
"313";"390";"2021-10-18";"8:00AM";"106796035";"2";
"313";"390";"2021-10-18";"8:00AM";"107266431";"5";
"313";"390";"2021-10-18";"8:00AM";"108812617";"0";
"313";"390";"2021-10-18";"8:00AM";"109807369";"2";
"313";"390";"2021-10-18";"8:00AM";"109821259";"2";
"313";"390";"2021-10-18";"8:00AM";"110280816";"4";
"313";"390";"2021-10-18";"8:00AM";"110281069";"5";
"474";"390";"2021-10-18";"8:00AM";"103264421";"1";
"474";"390";"2021-10-18";"8:00AM";"103267824";"2";
"474";"390";"2021-10-18";"8:00AM";"104284116";"25";
"474";"390";"2021-10-18";"8:00AM";"104284132";"5";
"474";"390";"2021-10-18";"8:00AM";"104284271";"4";
"474";"390";"2021-10-18";"8:00AM";"104284280";"4";
"474";"390";"2021-10-18";"8:00AM";"104288230";"1";
"474";"390";"2021-10-18";"8:00AM";"104305589";"30";
"474";"390";"2021-10-18";"8:00AM";"104305600";"5";
"474";"390";"2021-10-18";"8:00AM";"104306047";"5";
"474";"390";"2021-10-18";"8:00AM";"104306063";"5";
"474";"390";"2021-10-18";"8:00AM";"104317301";"2";
"474";"390";"2021-10-18";"8:00AM";"104317379";"2";
"474";"390";"2021-10-18";"8:00AM";"104473179";"4";
"474";"390";"2021-10-18";"8:00AM";"104978599";"22";
"474";"390";"2021-10-18";"8:00AM";"105018426";"4";
"474";"390";"2021-10-18";"8:00AM";"105018451";"2";
"474";"390";"2021-10-18";"8:00AM";"105033651";"4";
"474";"390";"2021-10-18";"8:00AM";"105190120";"4";
"474";"390";"2021-10-18";"8:00AM";"105348994";"1";
"474";"390";"2021-10-18";"8:00AM";"105349022";"1";
"474";"390";"2021-10-18";"8:00AM";"105453541";"1";
"474";"390";"2021-10-18";"8:00AM";"105810149";"28";
"474";"390";"2021-10-18";"8:00AM";"105810261";"30";
"474";"390";"2021-10-18";"8:00AM";"106795201";"6";
"474";"390";"2021-10-18";"8:00AM";"106795825";"2";
"474";"390";"2021-10-18";"8:00AM";"106796035";"2";
"474";"390";"2021-10-18";"8:00AM";"107266431";"5";
"474";"390";"2021-10-18";"8:00AM";"108812617";"6";
"474";"390";"2021-10-18";"8:00AM";"109807369";"2";
"474";"390";"2021-10-18";"8:00AM";"109821259";"2";
"474";"390";"2021-10-18";"8:00AM";"110280816";"6";
"474";"390";"2021-10-18";"8:00AM";"110281069";"4";
"8";"390";"2021-10-18";"10:00AM";"103264421";"2";
"8";"390";"2021-10-18";"10:00AM";"103267824";"2";
"8";"390";"2021-10-18";"10:00AM";"104284116";"25";
"8";"390";"2021-10-18";"10:00AM";"104284132";"5";
"8";"390";"2021-10-18";"10:00AM";"104284271";"4";
"8";"390";"2021-10-18";"10:00AM";"104284280";"4";
"8";"390";"2021-10-18";"10:00AM";"104288230";"2";
"8";"390";"2021-10-18";"10:00AM";"104305589";"30";
"8";"390";"2021-10-18";"10:00AM";"104305600";"5";
"8";"390";"2021-10-18";"10:00AM";"104305765";"3";
"8";"390";"2021-10-18";"10:00AM";"104305773";"2";
"8";"390";"2021-10-18";"10:00AM";"104306047";"5";
"8";"390";"2021-10-18";"10:00AM";"104306063";"5";
"8";"390";"2021-10-18";"10:00AM";"104317301";"4";
"8";"390";"2021-10-18";"10:00AM";"104317379";"2";
"8";"390";"2021-10-18";"10:00AM";"104473179";"4";
"8";"390";"2021-10-18";"10:00AM";"104978599";"24";
"8";"390";"2021-10-18";"10:00AM";"105018426";"2";
"8";"390";"2021-10-18";"10:00AM";"105018451";"2";
"8";"390";"2021-10-18";"10:00AM";"105033651";"4";
"8";"390";"2021-10-18";"10:00AM";"105190120";"4";
"8";"390";"2021-10-18";"10:00AM";"105348927";"40";
"8";"390";"2021-10-18";"10:00AM";"105348994";"2";
"8";"390";"2021-10-18";"10:00AM";"105349022";"2";
"8";"390";"2021-10-18";"10:00AM";"105453541";"2";
"8";"390";"2021-10-18";"10:00AM";"105810149";"28";
"8";"390";"2021-10-18";"10:00AM";"105810211";"13";
"8";"390";"2021-10-18";"10:00AM";"105810261";"30";
"8";"390";"2021-10-18";"10:00AM";"106795201";"6";
"8";"390";"2021-10-18";"10:00AM";"106795825";"2";
"8";"390";"2021-10-18";"10:00AM";"106796035";"2";
"8";"390";"2021-10-18";"10:00AM";"107266431";"5";
"8";"390";"2021-10-18";"10:00AM";"108812617";"6";
"8";"390";"2021-10-18";"10:00AM";"109315479";"1";
"8";"390";"2021-10-18";"10:00AM";"109315495";"1";
"8";"390";"2021-10-18";"10:00AM";"109315591";"2";
"8";"390";"2021-10-18";"10:00AM";"109315612";"3";
"8";"390";"2021-10-18";"10:00AM";"109386226";"6";
"8";"390";"2021-10-18";"10:00AM";"109807369";"2";
"8";"390";"2021-10-18";"10:00AM";"109807481";"4";
"8";"390";"2021-10-18";"10:00AM";"109821259";"2";
"8";"390";"2021-10-18";"10:00AM";"109821363";"1";
"8";"390";"2021-10-18";"10:00AM";"109821515";"4";
"8";"390";"2021-10-18";"10:00AM";"110230093";"0";
"8";"390";"2021-10-18";"10:00AM";"110280816";"6";
"8";"390";"2021-10-18";"10:00AM";"110281069";"4";
"8";"390";"2021-10-18";"10:00AM";"110482856";"4";
"8";"390";"2021-10-18";"10:00AM";"110482881";"11";
"8";"390";"2021-10-18";"10:00AM";"110482928";"25";
"8";"390";"2021-10-18";"10:00AM";"110488633";"5";
"8";"390";"2021-10-18";"10:00AM";"110488730";"2";
"8";"390";"2021-10-18";"10:00AM";"110488772";"1";
"8";"390";"2021-10-18";"10:00AM";"110488810";"0";
"8";"390";"2021-10-18";"10:00AM";"110488836";"3";
"8";"390";"2021-10-18";"10:00AM";"110488887";"2";
"8";"390";"2021-10-18";"10:00AM";"110488924";"1";
"8";"390";"2021-10-18";"10:00AM";"110949567";"1";
"8";"390";"2021-10-18";"10:00AM";"111473441";"0";
"8";"390";"2021-10-18";"10:00AM";"111473468";"0";
"304";"390";"2021-10-18";"10:00AM";"103264421";"2";
"304";"390";"2021-10-18";"10:00AM";"103267824";"2";
"304";"390";"2021-10-18";"10:00AM";"104284116";"25";
"304";"390";"2021-10-18";"10:00AM";"104284132";"5";
"304";"390";"2021-10-18";"10:00AM";"104284271";"4";
"304";"390";"2021-10-18";"10:00AM";"104284280";"4";
"304";"390";"2021-10-18";"10:00AM";"104288230";"3";
"304";"390";"2021-10-18";"10:00AM";"104305589";"30";
"304";"390";"2021-10-18";"10:00AM";"104305600";"5";
"304";"390";"2021-10-18";"10:00AM";"104305765";"18";
"304";"390";"2021-10-18";"10:00AM";"104305773";"15";
"304";"390";"2021-10-18";"10:00AM";"104306047";"5";
"304";"390";"2021-10-18";"10:00AM";"104306063";"5";
"304";"390";"2021-10-18";"10:00AM";"104317301";"2";
"304";"390";"2021-10-18";"10:00AM";"104317379";"4";
"304";"390";"2021-10-18";"10:00AM";"104978599";"4";
"304";"390";"2021-10-18";"10:00AM";"105018426";"2";
"304";"390";"2021-10-18";"10:00AM";"105018451";"2";
"304";"390";"2021-10-18";"10:00AM";"105190120";"4";
"304";"390";"2021-10-18";"10:00AM";"105348927";"175";
"304";"390";"2021-10-18";"10:00AM";"105348994";"34";
"304";"390";"2021-10-18";"10:00AM";"105349022";"34";
"304";"390";"2021-10-18";"10:00AM";"105453541";"3";
"304";"390";"2021-10-18";"10:00AM";"105810149";"28";
"304";"390";"2021-10-18";"10:00AM";"105810211";"93";
"304";"390";"2021-10-18";"10:00AM";"105810261";"30";
"304";"390";"2021-10-18";"10:00AM";"106795201";"6";
"304";"390";"2021-10-18";"10:00AM";"106795825";"2";
"304";"390";"2021-10-18";"10:00AM";"106796035";"2";
"304";"390";"2021-10-18";"10:00AM";"107266431";"5";
"304";"390";"2021-10-18";"10:00AM";"108812617";"6";
"304";"390";"2021-10-18";"10:00AM";"109315479";"5";
"304";"390";"2021-10-18";"10:00AM";"109315495";"3";
"304";"390";"2021-10-18";"10:00AM";"109315591";"5";
"304";"390";"2021-10-18";"10:00AM";"109315612";"15";
"304";"390";"2021-10-18";"10:00AM";"109386226";"20";
"304";"390";"2021-10-18";"10:00AM";"109807481";"4";
"304";"390";"2021-10-18";"10:00AM";"109821363";"10";
"304";"390";"2021-10-18";"10:00AM";"109821515";"4";
"304";"390";"2021-10-18";"10:00AM";"110230093";"0";
"304";"390";"2021-10-18";"10:00AM";"110280816";"4";
"304";"390";"2021-10-18";"10:00AM";"110281069";"6";
"304";"390";"2021-10-18";"10:00AM";"110482856";"23";
"304";"390";"2021-10-18";"10:00AM";"110482881";"33";
"304";"390";"2021-10-18";"10:00AM";"110482928";"115";
"304";"390";"2021-10-18";"10:00AM";"110488633";"23";
"304";"390";"2021-10-18";"10:00AM";"110488730";"3";
"304";"390";"2021-10-18";"10:00AM";"110488772";"2";
"304";"390";"2021-10-18";"10:00AM";"110488810";"4";
"304";"390";"2021-10-18";"10:00AM";"110488836";"3";
"304";"390";"2021-10-18";"10:00AM";"110488887";"7";
"304";"390";"2021-10-18";"10:00AM";"110488924";"4";
"304";"390";"2021-10-18";"10:00AM";"110949567";"10";
"304";"390";"2021-10-18";"10:00AM";"111473441";"6";
"304";"390";"2021-10-18";"10:00AM";"111473468";"7";
"313";"390";"2021-10-18";"10:00AM";"103264421";"3";
"313";"390";"2021-10-18";"10:00AM";"103267824";"0";
"313";"390";"2021-10-18";"10:00AM";"104284116";"95";
"313";"390";"2021-10-18";"10:00AM";"104284132";"19";
"313";"390";"2021-10-18";"10:00AM";"104284271";"4";
"313";"390";"2021-10-18";"10:00AM";"104284280";"4";
"313";"390";"2021-10-18";"10:00AM";"104288230";"3";
"313";"390";"2021-10-18";"10:00AM";"104305589";"31";
"313";"390";"2021-10-18";"10:00AM";"104305600";"6";
"313";"390";"2021-10-18";"10:00AM";"104305765";"7";
"313";"390";"2021-10-18";"10:00AM";"104305773";"2";
"313";"390";"2021-10-18";"10:00AM";"104306047";"5";
"313";"390";"2021-10-18";"10:00AM";"104306063";"5";
"313";"390";"2021-10-18";"10:00AM";"104317301";"2";
"313";"390";"2021-10-18";"10:00AM";"104317379";"3";
"313";"390";"2021-10-18";"10:00AM";"104473179";"4";
"313";"390";"2021-10-18";"10:00AM";"104978599";"26";
"313";"390";"2021-10-18";"10:00AM";"105018426";"3";
"313";"390";"2021-10-18";"10:00AM";"105018451";"7";
"313";"390";"2021-10-18";"10:00AM";"105033651";"4";
"313";"390";"2021-10-18";"10:00AM";"105190120";"4";
"313";"390";"2021-10-18";"10:00AM";"105348927";"85";
"313";"390";"2021-10-18";"10:00AM";"105348994";"28";
"313";"390";"2021-10-18";"10:00AM";"105349022";"28";
"313";"390";"2021-10-18";"10:00AM";"105453541";"3";
"313";"390";"2021-10-18";"10:00AM";"105810149";"28";
"313";"390";"2021-10-18";"10:00AM";"105810211";"17";
"313";"390";"2021-10-18";"10:00AM";"105810261";"30";
"313";"390";"2021-10-18";"10:00AM";"106795201";"6";
"313";"390";"2021-10-18";"10:00AM";"106795825";"2";
"313";"390";"2021-10-18";"10:00AM";"106796035";"2";
"313";"390";"2021-10-18";"10:00AM";"107266431";"5";
"313";"390";"2021-10-18";"10:00AM";"108812617";"0";
"313";"390";"2021-10-18";"10:00AM";"109315479";"6";
"313";"390";"2021-10-18";"10:00AM";"109315495";"2";
"313";"390";"2021-10-18";"10:00AM";"109315591";"3";
"313";"390";"2021-10-18";"10:00AM";"109315612";"7";
"313";"390";"2021-10-18";"10:00AM";"109386226";"16";
"313";"390";"2021-10-18";"10:00AM";"109807369";"2";
"313";"390";"2021-10-18";"10:00AM";"109807481";"3";
"313";"390";"2021-10-18";"10:00AM";"109821259";"2";
"313";"390";"2021-10-18";"10:00AM";"109821363";"7";
"313";"390";"2021-10-18";"10:00AM";"109821515";"3";
"313";"390";"2021-10-18";"10:00AM";"110230093";"0";
"313";"390";"2021-10-18";"10:00AM";"110280816";"5";
"313";"390";"2021-10-18";"10:00AM";"110281069";"10";
"313";"390";"2021-10-18";"10:00AM";"110482856";"27";
"313";"390";"2021-10-18";"10:00AM";"110482881";"28";
"313";"390";"2021-10-18";"10:00AM";"110482928";"30";
"313";"390";"2021-10-18";"10:00AM";"110488633";"6";
"313";"390";"2021-10-18";"10:00AM";"110488730";"11";
"313";"390";"2021-10-18";"10:00AM";"110488772";"2";
"313";"390";"2021-10-18";"10:00AM";"110488810";"3";
"313";"390";"2021-10-18";"10:00AM";"110488836";"8";
"313";"390";"2021-10-18";"10:00AM";"110488887";"6";
"313";"390";"2021-10-18";"10:00AM";"110488924";"2";
"313";"390";"2021-10-18";"10:00AM";"110949567";"7";
"313";"390";"2021-10-18";"10:00AM";"111473441";"9";
"313";"390";"2021-10-18";"10:00AM";"111473468";"5";
"474";"390";"2021-10-18";"10:00AM";"103264421";"2";
"474";"390";"2021-10-18";"10:00AM";"103267824";"2";
"474";"390";"2021-10-18";"10:00AM";"104284116";"25";
"474";"390";"2021-10-18";"10:00AM";"104284132";"5";
"474";"390";"2021-10-18";"10:00AM";"104284271";"4";
"474";"390";"2021-10-18";"10:00AM";"104284280";"4";
"474";"390";"2021-10-18";"10:00AM";"104288230";"2";
"474";"390";"2021-10-18";"10:00AM";"104305589";"30";
"474";"390";"2021-10-18";"10:00AM";"104305600";"5";
"474";"390";"2021-10-18";"10:00AM";"104305765";"3";
"474";"390";"2021-10-18";"10:00AM";"104305773";"3";
"474";"390";"2021-10-18";"10:00AM";"104306047";"5";
"474";"390";"2021-10-18";"10:00AM";"104306063";"5";
"474";"390";"2021-10-18";"10:00AM";"104317301";"2";
"474";"390";"2021-10-18";"10:00AM";"104317379";"2";
"474";"390";"2021-10-18";"10:00AM";"104473179";"4";
"474";"390";"2021-10-18";"10:00AM";"104978599";"24";
"474";"390";"2021-10-18";"10:00AM";"105018426";"4";
"474";"390";"2021-10-18";"10:00AM";"105018451";"2";
"474";"390";"2021-10-18";"10:00AM";"105033651";"4";
"474";"390";"2021-10-18";"10:00AM";"105190120";"4";
"474";"390";"2021-10-18";"10:00AM";"105348927";"30";
"474";"390";"2021-10-18";"10:00AM";"105348994";"4";
"474";"390";"2021-10-18";"10:00AM";"105349022";"4";
"474";"390";"2021-10-18";"10:00AM";"105453541";"2";
"474";"390";"2021-10-18";"10:00AM";"105810149";"28";
"474";"390";"2021-10-18";"10:00AM";"105810211";"18";
"474";"390";"2021-10-18";"10:00AM";"105810261";"30";
"474";"390";"2021-10-18";"10:00AM";"106795201";"6";
"474";"390";"2021-10-18";"10:00AM";"106795825";"2";
"474";"390";"2021-10-18";"10:00AM";"106796035";"2";
"474";"390";"2021-10-18";"10:00AM";"107266431";"5";
"474";"390";"2021-10-18";"10:00AM";"108812617";"6";
"474";"390";"2021-10-18";"10:00AM";"109315479";"4";
"474";"390";"2021-10-18";"10:00AM";"109315495";"2";
"474";"390";"2021-10-18";"10:00AM";"109315591";"2";
"474";"390";"2021-10-18";"10:00AM";"109315612";"2";
"474";"390";"2021-10-18";"10:00AM";"109386226";"14";
"474";"390";"2021-10-18";"10:00AM";"109807369";"3";
"474";"390";"2021-10-18";"10:00AM";"109807481";"2";
"474";"390";"2021-10-18";"10:00AM";"109821259";"3";
"474";"390";"2021-10-18";"10:00AM";"109821363";"0";
"474";"390";"2021-10-18";"10:00AM";"109821515";"2";
"474";"390";"2021-10-18";"10:00AM";"110230093";"0";
"474";"390";"2021-10-18";"10:00AM";"110280816";"6";
"474";"390";"2021-10-18";"10:00AM";"110281069";"4";
"474";"390";"2021-10-18";"10:00AM";"110482856";"16";
"474";"390";"2021-10-18";"10:00AM";"110482881";"26";
"474";"390";"2021-10-18";"10:00AM";"110482928";"5";
"474";"390";"2021-10-18";"10:00AM";"110488633";"1";
"474";"390";"2021-10-18";"10:00AM";"110488730";"2";
"474";"390";"2021-10-18";"10:00AM";"110488772";"3";
"474";"390";"2021-10-18";"10:00AM";"110488810";"2";
"474";"390";"2021-10-18";"10:00AM";"110488836";"2";
"474";"390";"2021-10-18";"10:00AM";"110488887";"2";
"474";"390";"2021-10-18";"10:00AM";"110488924";"5";
"474";"390";"2021-10-18";"10:00AM";"110949567";"0";
"474";"390";"2021-10-18";"10:00AM";"111473441";"3";
"474";"390";"2021-10-18";"10:00AM";"111473468";"2";
"8";"392";"2021-10-18";"11:00AM";"104341803";"26";
"8";"392";"2021-10-18";"11:00AM";"104343471";"6";
"8";"392";"2021-10-18";"11:00AM";"108800552";"36";
"8";"392";"2021-10-18";"11:00AM";"108800641";"8";
"8";"392";"2021-10-18";"11:00AM";"108800704";"4";
"8";"392";"2021-10-18";"11:00AM";"108801037";"6";
"8";"392";"2021-10-18";"11:00AM";"108801125";"3";
"8";"392";"2021-10-18";"11:00AM";"108810689";"32";
"8";"392";"2021-10-18";"11:00AM";"108810785";"7";
"8";"392";"2021-10-18";"11:00AM";"108810857";"4";
"8";"392";"2021-10-18";"11:00AM";"108810929";"2";
"8";"392";"2021-10-18";"11:00AM";"108810953";"2";
"8";"392";"2021-10-18";"11:00AM";"108810996";"8";
"8";"392";"2021-10-18";"11:00AM";"108811041";"2";
"8";"392";"2021-10-18";"11:00AM";"108831640";"6";
"8";"392";"2021-10-18";"11:00AM";"108831691";"3";
"8";"392";"2021-10-18";"11:00AM";"108831762";"4";
"8";"392";"2021-10-18";"11:00AM";"108831834";"2";
"8";"392";"2021-10-18";"11:00AM";"108831914";"13";
"8";"392";"2021-10-18";"11:00AM";"108836512";"2";
"8";"392";"2021-10-18";"11:00AM";"108836539";"2";
"8";"392";"2021-10-18";"11:00AM";"108836601";"4";
"8";"392";"2021-10-18";"11:00AM";"108837179";"0";
"8";"392";"2021-10-18";"11:00AM";"108865719";"8";
"8";"392";"2021-10-18";"11:00AM";"109383447";"8";
"8";"392";"2021-10-18";"11:00AM";"109383498";"2";
"8";"392";"2021-10-18";"11:00AM";"109781091";"0";
"8";"392";"2021-10-18";"11:00AM";"109838093";"2";
"8";"392";"2021-10-18";"11:00AM";"109838245";"2";
"8";"392";"2021-10-18";"11:00AM";"109838384";"2";
"8";"392";"2021-10-18";"11:00AM";"110189465";"4";
"8";"392";"2021-10-18";"11:00AM";"110189490";"4";
"8";"392";"2021-10-18";"11:00AM";"110189529";"4";
"8";"392";"2021-10-18";"11:00AM";"110227311";"3";
"8";"392";"2021-10-18";"11:00AM";"110227441";"3";
"8";"392";"2021-10-18";"11:00AM";"110237666";"6";
"8";"392";"2021-10-18";"11:00AM";"110243388";"22";
"8";"392";"2021-10-18";"11:00AM";"110243425";"11";
"8";"392";"2021-10-18";"11:00AM";"110243530";"6";
"8";"392";"2021-10-18";"11:00AM";"110243628";"3";
"8";"392";"2021-10-18";"11:00AM";"110249131";"6";
"8";"392";"2021-10-18";"11:00AM";"110737994";"4";
"8";"392";"2021-10-18";"11:00AM";"110738057";"2";
"8";"392";"2021-10-18";"11:00AM";"110747754";"4";
"8";"392";"2021-10-18";"11:00AM";"110747800";"2";
"8";"392";"2021-10-18";"11:00AM";"110847886";"4";
"8";"392";"2021-10-18";"11:00AM";"110941215";"2";
"8";"392";"2021-10-18";"11:00AM";"111790578";"0";
"8";"392";"2021-10-18";"11:00AM";"111790594";"4";
"8";"392";"2021-10-18";"11:00AM";"111790631";"0";
"8";"392";"2021-10-18";"11:00AM";"111790658";"279";
"8";"392";"2021-10-18";"11:00AM";"111790691";"600";
"8";"392";"2021-10-18";"11:00AM";"111813792";"4";
"8";"392";"2021-10-18";"11:00AM";"111922278";"0";
"304";"392";"2021-10-18";"11:00AM";"104341803";"12";
"304";"392";"2021-10-18";"11:00AM";"104343471";"10";
"304";"392";"2021-10-18";"11:00AM";"105901681";"17";
"304";"392";"2021-10-18";"11:00AM";"108799563";"5";
"304";"392";"2021-10-18";"11:00AM";"108799643";"5";
"304";"392";"2021-10-18";"11:00AM";"108799731";"6";
"304";"392";"2021-10-18";"11:00AM";"108799791";"6";
"304";"392";"2021-10-18";"11:00AM";"108800552";"14";
"304";"392";"2021-10-18";"11:00AM";"108800641";"2";
"304";"392";"2021-10-18";"11:00AM";"108800704";"6";
"304";"392";"2021-10-18";"11:00AM";"108801037";"12";
"304";"392";"2021-10-18";"11:00AM";"108801125";"6";
"304";"392";"2021-10-18";"11:00AM";"108810689";"36";
"304";"392";"2021-10-18";"11:00AM";"108810785";"7";
"304";"392";"2021-10-18";"11:00AM";"108810857";"8";
"304";"392";"2021-10-18";"11:00AM";"108810929";"32";
"304";"392";"2021-10-18";"11:00AM";"108810970";"4";
"304";"392";"2021-10-18";"11:00AM";"108831914";"6";
"304";"392";"2021-10-18";"11:00AM";"108836512";"4";
"304";"392";"2021-10-18";"11:00AM";"108836539";"2";
"304";"392";"2021-10-18";"11:00AM";"108836601";"3";
"304";"392";"2021-10-18";"11:00AM";"108836731";"17";
"304";"392";"2021-10-18";"11:00AM";"108865719";"6";
"304";"392";"2021-10-18";"11:00AM";"109838245";"3";
"304";"392";"2021-10-18";"11:00AM";"110189465";"6";
"304";"392";"2021-10-18";"11:00AM";"110227311";"8";
"304";"392";"2021-10-18";"11:00AM";"110227441";"16";
"304";"392";"2021-10-18";"11:00AM";"110237666";"16";
"304";"392";"2021-10-18";"11:00AM";"110243388";"8";
"304";"392";"2021-10-18";"11:00AM";"110243425";"4";
"304";"392";"2021-10-18";"11:00AM";"110243530";"32";
"304";"392";"2021-10-18";"11:00AM";"110243628";"10";
"304";"392";"2021-10-18";"11:00AM";"110249131";"20";
"313";"392";"2021-10-18";"11:00AM";"104341803";"18";
"313";"392";"2021-10-18";"11:00AM";"104343471";"12";
"313";"392";"2021-10-18";"11:00AM";"108800552";"34";
"313";"392";"2021-10-18";"11:00AM";"108800641";"7";
"313";"392";"2021-10-18";"11:00AM";"108800704";"6";
"313";"392";"2021-10-18";"11:00AM";"108810689";"78";
"313";"392";"2021-10-18";"11:00AM";"108810785";"18";
"313";"392";"2021-10-18";"11:00AM";"108810857";"6";
"313";"392";"2021-10-18";"11:00AM";"108810929";"3";
"313";"392";"2021-10-18";"11:00AM";"108810953";"3";
"313";"392";"2021-10-18";"11:00AM";"108831914";"9";
"313";"392";"2021-10-18";"11:00AM";"108836512";"5";
"313";"392";"2021-10-18";"11:00AM";"108836539";"2";
"313";"392";"2021-10-18";"11:00AM";"108836601";"5";
"313";"392";"2021-10-18";"11:00AM";"108865719";"10";
"313";"392";"2021-10-18";"11:00AM";"109383287";"6";
"313";"392";"2021-10-18";"11:00AM";"109383316";"6";
"313";"392";"2021-10-18";"11:00AM";"109838093";"3";
"313";"392";"2021-10-18";"11:00AM";"109838245";"3";
"313";"392";"2021-10-18";"11:00AM";"110189465";"6";
"313";"392";"2021-10-18";"11:00AM";"110189490";"6";
"313";"392";"2021-10-18";"11:00AM";"110227441";"4";
"313";"392";"2021-10-18";"11:00AM";"110243530";"8";
"313";"392";"2021-10-18";"11:00AM";"110243628";"7";
"313";"392";"2021-10-18";"11:00AM";"110249131";"14";
"313";"392";"2021-10-18";"11:00AM";"110737994";"10";
"313";"392";"2021-10-18";"11:00AM";"110738057";"5";
"313";"392";"2021-10-18";"11:00AM";"110747754";"10";
"313";"392";"2021-10-18";"11:00AM";"110747800";"5";
"474";"392";"2021-10-18";"11:00AM";"104341803";"30";
"474";"392";"2021-10-18";"11:00AM";"104343471";"12";
"474";"392";"2021-10-18";"11:00AM";"108800552";"20";
"474";"392";"2021-10-18";"11:00AM";"108800616";"2";
"474";"392";"2021-10-18";"11:00AM";"108800641";"4";
"474";"392";"2021-10-18";"11:00AM";"108800704";"2";
"474";"392";"2021-10-18";"11:00AM";"108801037";"10";
"474";"392";"2021-10-18";"11:00AM";"108801096";"2";
"474";"392";"2021-10-18";"11:00AM";"108801125";"4";
