Store,Production Area,Plan ID,Production Date,SKU Number,Description,Forecast Qty,Modified Qty,Modified By,Sales,Throwaways,Production Totals,
8,392,829972,10/12/2021,110237666,(B) M CHICKEN & GRAVY PIE,4,,,,,4,
8,392,829972,10/12/2021,110243388,(B) MORRISONS STEAK & ALE PIE 218G,24,,,,,24,
8,392,829972,10/12/2021,110243425,MIN: MORRISONS 2 STEAK & ALE PIES,12,,,,,12,
8,392,829972,10/12/2021,110243530,(B) MORRISONS MINCED BEEF & ONION PIE 218G,6,,,,,6,
8,392,829972,10/12/2021,110243628,MIN: MORRISONS 2 STEAK & KIDNEY PIES,6,,,,,6,
8,392,829972,10/12/2021,110249131,(B) M STEAK & KIDNEY PIE,12,,,,,12,
8,392,829972,10/12/2021,110737994,(B) MORRISONS SAVOURY VEGAN ROLL 128G,4,,,,,4,
8,392,829972,10/12/2021,110738057,MIN: MORRISONS SAVOURY VEGAN ROLLS 2PK,2,,,,,2,
8,392,829972,10/12/2021,110747754,(B) MORRISONS VEGAN PASTY 283G,4,,,,,4,
8,392,829972,10/12/2021,110747800,MIN: MORRISONS VEGAN PASTIES 2PK,2,,,,,2,
8,392,829972,10/12/2021,110847886,(B) MORRISONS BREAKFAST SLICE,8,,,,,8,
8,392,829972,10/12/2021,110941215,MIN: MORRISONS 2 BREAKFAST SLICES,4,,,,,4,
8,392,829972,10/12/2021,111790578,MIN: CHEESE FEAST PIZZA BY THE SLICE,0,,,,,0,
8,392,829972,10/12/2021,111790594,MIN: MORRISONS PEPPERONI PIZZA BY THE SLICE,6,,,,,6,
8,392,829972,10/12/2021,111790631,MIN: MORRISONS CHEESE FEAST RECTANGLE PIZZA,0,,,,,0,
8,392,829972,10/12/2021,111790658,MIN: MORRISONS PEPPERONI RECTANGLE PIZZA,579,,,,,579,
8,392,829972,10/12/2021,111790691,MIN: MORRISONS VEG SURPEME RECTANGLE PIZZA,600,,,,,600,
8,392,829972,10/12/2021,111813792,MIN: MORRISONS PIZZA BY THE SLICE VEG SUPREME,4,,,,,4,
8,392,829972,10/12/2021,111922278,MIN: MORRISONS 2 CHICKEN BAKE,0,,,,,0,
8,390,830398,10/12/2021,103264421,MIN: Sausage Sandwich,2,,,,,2,
8,390,830398,10/12/2021,103267824,MIN: Bacon Sandwich,2,,,,,2,
8,390,830398,10/12/2021,104284116,Texan BBQ Chicken Wings,25,,,,,25,
8,390,830398,10/12/2021,104284132,MIN: 'M' 5 Texan Chicken Wings,5,,,,,5,
8,390,830398,10/12/2021,104284271,MIN: 'M' Plain Chicken Leg,4,,,,,4,
8,390,830398,10/12/2021,104284280,MIN: 'M' 4 Plain Chicken Legs,4,,,,,4,
8,390,830398,10/12/2021,104288230,MIN: 'M' Bacon Rib,2,,,,,2,
8,390,830398,10/12/2021,104305589,M' STOUT CHICKEN THIGH,30,,,,,30,
8,390,830398,10/12/2021,104305600,MIN: 'M' Stout Chicken Thigh,5,,,,,5,
8,390,830398,10/12/2021,104306047,MIN: 'M' Plain Chicken Drumstick,5,,,,,5,
8,390,830398,10/12/2021,104306063,MIN: 'M' 5 Plain Chicken Drumsticks,5,,,,,5,
8,390,830398,10/12/2021,104317301,MIN: 'M' Extra Tasty British Chicken,2,,,,,2,
8,390,830398,10/12/2021,104317379,MIN: 'M' Roast British Chicken,2,,,,,2,
8,390,830398,10/12/2021,104473179,MIN: 'M' 4 Jumbo Sausages,4,,,,,4,
8,390,830398,10/12/2021,104978599,JUMBO PORK SAUSAGE,25,,,,,25,
8,390,830398,10/12/2021,105018426,MIN: 'M' Extra Tasty British Chicken VAT FREE,6,,,,,6,
8,390,830398,10/12/2021,105018451,MIN: 'M' Roast British Chicken VAT FREE,3,,,,,3,
8,390,830398,10/12/2021,105033651,MIN: Jumbo Pork Sausage (New),5,,,,,5,
8,390,830398,10/12/2021,105190120,MIN: 'M' Plain Chicken Leg 2's,8,,,,,8,
8,390,830398,10/12/2021,105453541,BACON RIB,2,,,,,2,
8,390,830398,10/12/2021,105810149,PLAIN CHICKEN LEG,36,,,,,36,
8,390,830398,10/12/2021,105810261,PLAIN CHICKEN DRUMSTICK,30,,,,,30,
8,390,830398,10/12/2021,106795201,LARGE PLAIN CHICKEN BREAST,6,,,,,6,
8,390,830398,10/12/2021,106795825,MIN: MORRISONS LARGE PLAIN CHICKEN BREAST X 2,2,,,,,2,
8,390,830398,10/12/2021,106796035,MIN: MORRISONS LARGE PLAIN CHICKEN BREAST,2,,,,,2,
8,390,830398,10/12/2021,107266431,MIN: MORRISONS STOUT CHICKEN THIGHS 5'S,5,,,,,5,
8,390,830398,10/12/2021,108812617,M Oven Fresh Bacon,6,,,,,6,
8,390,830398,10/12/2021,109807369,CUMBERLAND SAUSAGE (FRYABLE),2,,,,,2,
8,390,830398,10/12/2021,109821259,MIN: MORRISONS CUMBERLAND SAUSAGE,2,,,,1,2,
8,390,830398,10/12/2021,110280816,EXTRA TASTY WHOLE CHICKEN,8,,,,,8,
8,390,830398,10/12/2021,110281069,PLAIN WHOLE CHICKEN 1.25-1.4KG,5,,,,,5,
8,390,830891,10/12/2021,103264421,MIN: Sausage Sandwich,1,,,,,1,
8,390,830891,10/12/2021,103267824,MIN: Bacon Sandwich,5,,,,,5,
8,390,830891,10/12/2021,104317301,MIN: 'M' Extra Tasty British Chicken,3,,,,,3,
8,390,830891,10/12/2021,104317379,MIN: 'M' Roast British Chicken,2,,,,,2,
8,390,830891,10/12/2021,104978599,JUMBO PORK SAUSAGE,2,,,,,2,
8,390,830891,10/12/2021,105018426,MIN: 'M' Extra Tasty British Chicken VAT FREE,4,,,,,4,
8,390,830891,10/12/2021,105018451,MIN: 'M' Roast British Chicken VAT FREE,2,,,,,2,
8,390,830891,10/12/2021,105348927,RIBS OF FIRE,50,,,,,50,
8,390,830891,10/12/2021,108812617,M Oven Fresh Bacon,15,,,,,15,
8,390,830891,10/12/2021,109315591,MIN: MORRISONS 5 RIBS OF FIRE,2,,,,,2,
8,390,830891,10/12/2021,109315612,MIN: MORRISONS 10 RIBS OF FIRE,4,,,,,4,
8,390,830891,10/12/2021,110280816,EXTRA TASTY WHOLE CHICKEN,7,,,,,7,
8,390,830891,10/12/2021,110281069,PLAIN WHOLE CHICKEN 1.25-1.4KG,4,,,,,4,
