Store,Production Area,Plan ID,Production Date,SKU Number,Description,Forecast Qty,Modified Qty,Modified By,Sales,Throwaways,Production Totals,
304,392,849129,10/17/2021,110227311,MIN: MORRISONS 2 CHICKEN & GRAVY PIES,2,,,,,,
304,392,849129,10/17/2021,110227441,MIN: MORRISONS 2 MINCE & ONION PIES,1,,,,,,
304,392,849129,10/17/2021,110237666,(B) M CHICKEN & GRAVY PIE,4,,,,,,
304,392,849129,10/17/2021,110243530,(B) MORRISONS MINCED BEEF & ONION PIE 218G,2,,,,,,
304,392,849129,10/17/2021,110243628,MIN: MORRISONS 2 STEAK & KIDNEY PIES,2,,,,,,
304,392,849129,10/17/2021,110249131,(B) M STEAK & KIDNEY PIE,4,,,,,,
313,392,848982,10/17/2021,104341803,(B) M Chunky Steak Pie,4,,,,,,
313,392,848982,10/17/2021,104343471,(B) M Steak Slice,6,,,,,,
313,392,848982,10/17/2021,105901681,(B) Family Apple Pie,21,,,,,,
313,392,848982,10/17/2021,108799563,(B) MORRISONS FAMILY MORELLO CHERRY PIE 540G,4,,,,,,
313,392,848982,10/17/2021,108799643,MIN: MORRISONS FAMILY MORELLO CHERRY PIE 540G,4,,,,,,
313,392,848982,10/17/2021,108799731,(B) MORRISONS FAMILY RHUBARB PIE 540G,7,,,,,,
313,392,848982,10/17/2021,108799791,MIN: MORRISONS FAMILY RHUBARB PIE 540G,7,,,,,,
313,392,848982,10/17/2021,108800552,(B) MORRISONS CHEESE & ONION ROLL,10,,,,,,
313,392,848982,10/17/2021,108800641,MIN: MORRISONS CHEESE & ONION ROLL 4PK,2,,,,,,
313,392,848982,10/17/2021,108800704,MIN: MORRISONS CHEESE & ONION ROLL HOT,2,,,,,,
313,392,848982,10/17/2021,108810689,(B) MORRISONS PORK SAUSAGE ROLL,10,,,,,,
313,392,848982,10/17/2021,108810785,MIN: MORRISONS PORK SAUSAGE ROLLS 4PK,2,,,,,,
313,392,848982,10/17/2021,108810857,MIN: MORRISONS HOT PORK SAUSAGE ROLL,2,,,,,,
313,392,848982,10/17/2021,108810929,(B) MORRISONS SNACK PORK SAUSAGE ROLL,2,,,,,,
313,392,848982,10/17/2021,108810953,MIN: MORRISONS SNACK PORK SAUSAGE ROLL,2,,,,,,
313,392,848982,10/17/2021,108831914,MIN: MORRISONS CHUNKY STEAK PIES 2PK,2,,,,,,
313,392,848982,10/17/2021,108836512,MIN: MORRISONS STEAK SLICES 2PK,2,,,,,,
313,392,848982,10/17/2021,108836539,MIN: MORRISONS STEAK SLICE HOT,2,,,,,,
